Transaction Index,Amount
885,134.0945745
886,192.3353663
887,129.1964093
888,82.03539546
889,129.5327415
890,155.435179
891,141.0241091
892,125.3637016
893,153.3337345
894,158.4647795
895,169.1079496
896,132.4354944
897,91.64409598
898,107.3356843
899,160.3254483
900,59.15321645
901,118.4336654
902,80.33305938
903,101.4372411
904,163.9225931
905,109.5549534
906,102.3218274
907,32.00719295
908,137.3126783
909,132.2742091
910,208.1627362
911,84.61108825
912,110.9575164
913,112.4691842
914,178.872664
915,95.23522338
916,113.9510763
917,130.3948255
918,109.3304562
919,77.67831927
920,109.7044996
921,153.6815875
922,48.67423503
923,106.6484837
924,64.99395925
925,159.7523314
926,23.84065476
927,72.05390764
928,118.8605938
929,178.2762015
930,96.71248695
931,72.24002367
932,194.0578535
933,27.59930498
934,0
935,122.0007225
936,74.89728878
937,48.93835914
938,135.4178224
939,112.1900357
940,71.79606846
941,35.98478007
942,143.6228664
943,132.5100589
944,95.04120681
945,192.3318498
946,46.49576168
947,23.72374145
948,65.40459651
949,97.72069918
950,112.1669725
951,87.93819711
952,117.6027698
953,37.42302879
954,172.1882302
955,95.89244108
956,155.8647916
957,117.1362673
958,122.837661
959,128.488364
960,122.385428
961,132.136138
962,166.4576265
963,109.8260585
964,135.4501879
965,95.51321529
966,172.0058608
967,66.1803849
968,190.0470216
969,97.99210247
970,28.46124489
971,106.4052207
972,65.94741713
973,142.0321774
974,67.36880103
975,77.69082834
976,5.522963453
977,77.38468404
978,0
979,20.80485883
980,138.0207328
981,139.2900079
982,121.2728781
983,51.65119284
984,97.61443219
985,99.81987305
986,42.08176554
987,175.1699151
988,143.8681145
989,88.95179131
990,101.3442919
991,110.4191404
992,0
993,87.64113087
994,65.9007876
995,49.91899951
996,85.94498536
997,189.8843263
998,132.0421431
999,71.44105051
1000,128.6291391
1001,169.9677718
1002,146.2316841
1003,102.9815185
1004,67.65316111
1005,134.9111657
1006,119.6742693
1007,144.759661
1008,131.7585901
1009,152.4776358
1010,73.23823942
1011,165.8697033
1012,109.8799802
1013,203.7630436
1014,65.5406091
1015,186.7981902
1016,109.8955392
1017,67.42909982
1018,75.8057083
1019,83.98263459
1020,121.2082973
1021,126.1417744
1022,71.3149998
1023,98.78227039
1024,207.1135179
1025,186.3771585
1026,121.8161835
1027,101.9001739
1028,106.0015663
1029,130.6758986
1030,48.86037174
1031,87.13117313
1032,16.57079631
1033,119.9611561
1034,132.359797
1035,75.84067689
1036,178.6993382
1037,38.71171685
1038,26.78125599
1039,111.2225909
1040,152.3549151
1041,184.1963846
1042,77.05578686
1043,153.9340417
1044,98.07457652
1045,91.368635
1046,144.1829969
1047,132.6161439
1048,21.18039215
1049,173.8270175
1050,169.0045677
1051,68.72186492
1052,119.7901767
1053,124.7015093
1054,113.0336883
1055,72.48474231
1056,66.4188316
1057,98.72229645
1058,158.636451
1059,127.1800077
1060,81.4692834
1061,138.5849355
1062,0
1063,157.438285
1064,13.01431106
1065,81.87795293
1066,44.01650527
1067,35.26592621
1068,158.0413394
1069,76.61493993
1070,117.3251941
1071,97.65397106
1072,123.8520414
1073,103.8410946
1074,35.85038879
1075,149.813341
1076,75.31217084
1077,22.17090507
1078,78.59424195
1079,175.0379895
1080,142.5110871
1081,82.56739328
1082,82.53711478
1083,83.91824744
1084,203.8373992
1085,119.0967726
1086,121.5020824
1087,151.5141727
1088,111.939458
1089,87.04789271
1090,90.18250755
1091,96.41993703
1092,98.13888817
1093,136.3814772
1094,102.5972943
1095,136.6320039
1096,95.96417099
1097,103.9317595
1098,0.089965773
1099,145.8163837
1100,117.3244238
1101,149.9005055
1102,0
1103,204.4187352
1104,93.02051859
1105,914.9334156
1106,48.00470364
1107,130.6386953
1108,47.32922184
1109,68.81155197
1110,195.7015677
1111,90.46587996
1112,110.8716437
1113,143.5033865
1114,124.7840944
1115,107.5209453
1116,118.2480501
1117,220.1707793
1118,97.11906015
1119,110.0549523
1120,152.5327198
1121,155.2762966
1122,159.3515153
1123,131.9365111
1124,42.84975436
1125,181.6715766
1126,42.68273035
1127,115.1317733
1128,62.2862075
1129,96.79308267
1130,116.4381205
1131,116.0678608
1132,121.0960377
1133,180.6855635
1134,122.6767151
1135,87.79216824
1136,148.2043584
1137,159.4735244
1138,38.61960924
1139,129.8700035
1140,135.0586371
1141,85.12182483
1142,168.7853407
1143,92.49722065
1144,106.2788227
1145,91.34640879
1146,100.7789524
1147,45.18624566
1148,27.99745587
1149,179.7252532
1150,57.65193258
1151,50.43038253
1152,0
1153,68.05191262
1154,33.84551033
1155,182.100758
1156,150.4908545
1157,65.59248274
1158,212.6217903
1159,149.0882743
1160,83.75843082
1161,0
1162,214.5471286
1163,30.52137666
1164,17.73006265
1165,151.1285216
1166,1314.353197
1167,169.2136409
1168,128.195456
1169,129.7377171
1170,142.6707779
1171,137.9464295
1172,114.0595712
1173,105.2100552
1174,96.87034361
1175,62.30177056
1176,85.96624616
1177,15.35215929
1178,95.08301866
1179,50.57044464
1180,44.82053414
1181,108.9947076
1182,169.6001143
1183,145.9158303
1184,21.47496982
1185,50.51859317
1186,147.0385594
1187,50.87563032
1188,88.7683425
1189,127.502605
1190,51.58277726
1191,105.2687753
1192,33.29872525
1193,69.9316178
1194,115.9890967
1195,20.35031332
1196,122.0237369
1197,99.01811005
1198,127.6244977
1199,111.1957067
1200,168.2070215
1201,106.2612251
1202,78.52972294
1203,106.1148752
1204,127.1649015
1205,102.4430035
1206,102.0295846
1207,64.90041561
1208,66.85495412
1209,29.86973641
1210,187.4788372
1211,37.80683823
1212,65.35474011
1213,64.07963672
1214,144.7462188
1215,85.25251609
1216,162.3871036
1217,66.32546879
1218,113.9497081
1219,58.23264734
1220,207.2574564
1221,40.62007905
1222,115.4910355
1223,131.688844
1224,120.6899549
1225,90.73561706
1226,93.50896501
1227,102.1905736
1228,92.64989992
1229,148.1939558
1230,210.5261501
1231,72.12541075
1232,31.50985102
1233,95.58589758
1234,228.9854669
1235,59.8162716
1236,181.9558403
1237,183.8850407
1238,72.32058791
1239,128.449154
1240,181.4198312
1241,81.04361295
1242,89.82098199
1243,70.9159543
1244,49.26216347
1245,67.53612275
1246,38.80298666
1247,101.7041734
1248,61.50133845
1249,111.6892956
1250,22.20521769
1251,116.5440116
1252,141.6764481
1253,0.313217871
1254,118.7028285
1255,161.3834496
1256,39.51794907
1257,183.6286193
1258,120.9509505
1259,64.74940721
1260,97.21154612
1261,127.9163456
1262,103.8002696
1263,126.9377996
1264,53.96632035
1265,108.4680412
1266,29.31427515
1267,94.43869693
1268,54.80461793
1269,63.22350287
1270,161.8046588
1271,154.565506
1272,130.456906
1273,45.38436177
1274,84.17957752
1275,160.654885
1276,107.0858457
1277,215.966477
1278,119.665892
1279,109.6024558
1280,84.54417679
1281,106.6770452
1282,92.37650818
1283,135.4054338
1284,147.8351158
1285,60.70052697
1286,33.43835232
1287,8.189731345
1288,125.3995663
1289,44.83166969
1290,0
1291,119.4289302
1292,224.6499759
1293,99.69645442
1294,141.9245387
1295,104.0914679
1296,95.05551734
1297,145.9538241
1298,85.48627279
1299,113.3696157
1300,116.0848903
1301,66.59547732
1302,149.6021175
1303,91.25201217
1304,62.21274203
1305,126.8254922
1306,55.07660091
1307,101.4090579
1308,99.54405017
1309,154.2947783
1310,123.7349116
1311,98.74865206
1312,140.888315
1313,169.5103775
1314,127.8905153
1315,100.517631
1316,34.40818838
1317,46.74431685
1318,84.73876478
1319,69.52438989
1320,90.65143485
1321,102.8324962
1322,126.4846377
1323,96.4750611
1324,124.3250822
1325,103.2237207
1326,1.226671682
1327,53.03323031
1328,92.79562221
1329,39.51526286
1330,129.9964365
1331,176.5375416
1332,160.9380926
1333,89.32785645
1334,174.5363068
1335,107.4333729
1336,83.14570144
1337,69.32986682
1338,84.87651568
1339,80.59115907
1340,108.5208111
1341,108.0286991
1342,100.152301
1343,121.8469085
1344,159.5323137
1345,147.4777068
1346,25.75510158
1347,0
1348,146.7159956
1349,31.65606508
1350,88.76172991
1351,41.4943487
1352,9.900978121
1353,127.0731364
1354,137.957758
1355,71.17447996
1356,0
1357,72.68777759
1358,119.5902003
1359,26.05442156
1360,109.167996
1361,99.23450754
1362,128.964575
1363,105.9790184
1364,51.34655296
1365,159.8285751
1366,92.07352135
1367,98.63477302
1368,53.33660205
1369,77.83588744
1370,55.7598643
1371,91.352697
1372,185.585424
1373,31.40494285
1374,19.32193011
1375,173.5585164
1376,89.53381614
1377,66.54636307
1378,151.9952344
1379,69.71922301
1380,191.3004857
1381,133.8962936
1382,75.60442959
1383,207.8654107
1384,69.71425385
1385,137.1047686
1386,114.964629
1387,165.0870645
1388,178.0755598
1389,101.6002075
1390,62.32910648
1391,122.9986071
1392,66.11423151
1393,200.6693624
1394,106.8267666
1395,81.73392243
1396,109.2340153
1397,32.64368552
1398,51.41929807
1399,160.0206954
1400,67.15528605
1401,47.65445087
1402,126.8326376
1403,159.2852077
1404,135.9476655
1405,149.8023843
1406,62.16024557
1407,28.90946666
1408,175.0666826
1409,83.86600806
1410,87.45834918
1411,166.4097071
1412,127.8115005
1413,122.7943886
1414,208.2501172
1415,67.82408848
1416,146.3920064
1417,102.8506562
1418,113.4296139
1419,176.4234213
1420,125.3917878
1421,126.914804
1422,153.6253669
1423,81.75236352
1424,58.03951663
1425,47.7595403
1426,1.682170531
1427,202.8103565
1428,44.83958171
1429,88.93731882
1430,86.15933501
1431,115.3703349
1432,140.7868606
1433,143.0236744
1434,70.84612807
1435,91.64391431
1436,114.1289975
1437,87.56544369
1438,180.3672788
1439,124.5487476
1440,136.7438893
1441,133.1440634
1442,158.6736929
1443,109.0510779
1444,35.1584026
1445,119.9843976
1446,67.43215531
1447,73.56916591
1448,129.3182009
1449,161.9141536
1450,101.0635788
1451,115.4416506
1452,185.1107472
1453,112.037659
1454,230.0841557
1455,128.2754823
1456,11.96186204
1457,137.6670811
1458,119.0579192
1459,164.4876377
1460,133.6590676
1461,93.0772008
1462,38.78508819
1463,89.54883714
1464,57.47397729
1465,70.97382751
1466,129.4289202
1467,183.4952252
1468,119.7335765
1469,40.2058469
1470,122.2301334
1471,159.8315743
1472,69.51085478
1473,93.29914167
1474,100.7344097
1475,60.75508435
1476,132.4140217
1477,93.95259257
1478,120.9766222
1479,55.62539111
1480,78.12708498
1481,136.1190679
1482,81.3583424
1483,186.3481926
1484,80.01819072
1485,111.2342363
1486,146.6295416
1487,29.08171335
1488,11.9595594
1489,23.71718427
1490,163.1292052
1491,72.40709271
1492,227.9099643
1493,71.78762007
1494,109.2275652
1495,177.1054976
1496,200.3046444
1497,203.0751788
1498,160.4183115
1499,151.2031263
1500,129.6263475
1501,138.9180538
1502,72.44071418
1503,59.09005583
1504,99.83127713
1505,91.49076887
1506,77.33859753
1507,134.8193724
1508,147.7652604
1509,104.4203443
1510,173.8765041
1511,42.91554429
1512,90.31702704
1513,64.15888397
1514,6.673169146
1515,95.86596571
1516,93.91262458
1517,175.6724872
1518,131.5405842
1519,48.79065878
1520,192.7046283
1521,161.0516848
1522,129.1048852
1523,88.67579506
1524,52.02803816
1525,81.3896612
1526,154.437431
1527,194.2293153
1528,177.1621764
1529,75.55752891
1530,44.01912834
1531,107.0443123
1532,11.57803172
1533,116.1583857
1534,92.61987069
1535,76.69817491
1536,20.26484664
1537,125.6800053
1538,73.36495802
1539,41.50415821
1540,0
1541,98.62425475
1542,188.6125798
1543,183.0629607
1544,77.14518717
1545,69.88939698
1546,123.4387128
1547,50.08072804
1548,115.089595
1549,138.3040139
1550,161.3466612
1551,94.99229618
1552,89.81631249
1553,56.10087066
1554,58.6559823
1555,88.6760554
1556,118.3682753
1557,145.6792313
1558,59.84105247
1559,174.6344284
1560,86.44381995
1561,98.93163528
1562,62.63941604
1563,0
1564,144.2022698
1565,136.8421949
1566,85.93362214
1567,103.3495359
1568,125.7969609
1569,21.87270716
1570,73.54736613
1571,139.713234
1572,37.28552884
1573,114.6778966
1574,32.17090977
1575,123.3214991
1576,98.21792589
1577,19.2434092
1578,158.2369677
1579,63.27042116
1580,59.48737815
1581,110.0284599
1582,157.4318675
1583,49.20890905
1584,103.0839925
1585,121.440825
1586,134.6552804
1587,108.8220778
1588,81.64860805
1589,58.62048897
1590,104.3071942
1591,46.3930494
1592,0
1593,121.8279902
1594,145.1967421
1595,0
1596,49.51346476
1597,130.9577131
1598,202.8747735
1599,101.0396854
1600,63.59985294
1601,90.85517794
1602,168.743821
1603,67.70179104
1604,60.04039967
1605,75.86282389
1606,52.33356959
1607,106.1335158
1608,181.2339229
1609,116.1539637
1610,87.38232489
1611,85.40943655
1612,21.84045957
1613,144.1554889
1614,96.10814015
1615,90.97600432
1616,259.6553784
1617,114.9376454
1618,62.4104475
1619,78.68212019
1620,157.4222855
1621,105.6635205
1622,28.08610108
1623,145.9614467
1624,66.59279572
1625,193.6648888
1626,154.0024033
1627,77.63390522
1628,164.0508181
1629,103.3927755
1630,142.6386838
1631,124.2366409
1632,57.68216725
1633,67.82250838
1634,151.4980409
1635,83.26123339
1636,79.81757684
1637,52.24387103
1638,121.1799533
1639,203.126246
1640,46.62335429
1641,101.2109728
1642,170.6110278
1643,96.01793044
1644,122.6185898
1645,46.88032359
1646,121.4153549
1647,90.64278675
1648,149.2864998
1649,159.3693026
1650,229.4781821
1651,128.9816587
1652,116.2898158
1653,109.7192151
1654,82.34168536
1655,116.9241922
1656,85.22992949
1657,108.4230488
1658,165.8798768
1659,49.67287174
1660,156.9939281
1661,165.8557534
1662,94.09657365
1663,0
1664,69.60890065
1665,164.8497273
1666,1419.520942
1667,50.03488839
1668,74.76125394
1669,142.0310013
1670,127.3366784
1671,88.05339504
1672,81.65877941
1673,80.41209255
1674,53.87949078
1675,180.7687845
1676,83.88397654
1677,160.857926
1678,176.0658026
1679,149.9155449
1680,78.41898436
1681,120.1865045
1682,98.79021968
1683,54.81490696
1684,116.2179641
1685,41.04801044
1686,159.3839694
1687,76.76913514
